Family,Run,TN,FN,TP,FP
pushdo,26,48,4,46,2
pushdo,27,50,1,49,0
pushdo,28,48,2,48,2
pushdo,29,45,4,46,5
pykspa,0,50,0,50,0
pykspa,1,48,3,47,2
pykspa,2,49,2,48,1
pykspa,3,47,7,43,3
pykspa,4,49,4,46,1
pykspa,5,49,1,49,1
pykspa,6,48,2,48,2
pykspa,7,48,2,48,2
pykspa,8,50,4,46,0
pykspa,9,48,3,47,2
pykspa,10,49,4,46,1
pykspa,11,50,1,49,0
pykspa,12,47,5,45,3
pykspa,13,48,2,48,2
pykspa,14,50,4,46,0
pykspa,15,49,2,48,1
pykspa,16,47,3,47,3
pykspa,17,49,6,44,1
pykspa,18,49,1,49,1
pykspa,19,49,1,49,1
pykspa,20,49,2,48,1
pykspa,21,50,3,47,0
pykspa,22,48,5,45,2
pykspa,23,50,4,46,0
pykspa,24,47,5,45,3
pykspa,25,49,2,48,1
pykspa,26,48,3,47,2
pykspa,27,50,1,49,0
pykspa,28,49,4,46,1
pykspa,29,46,4,46,4
qadars,0,49,1,49,1
qadars,1,49,0,50,1
qadars,2,50,0,50,0
qadars,3,47,1,49,3
qadars,4,49,1,49,1
qadars,5,49,1,49,1
qadars,6,47,0,50,3
qadars,7,50,0,50,0
qadars,8,50,0,50,0
qadars,9,48,0,50,2
qadars,10,49,1,49,1
qadars,11,49,0,50,1
qadars,12,49,0,50,1
qadars,13,49,1,49,1
qadars,14,49,0,50,1
qadars,15,49,0,50,1
qadars,16,49,1,49,1
qadars,17,49,0,50,1
qadars,18,49,0,50,1
qadars,19,49,0,50,1
qadars,20,50,0,50,0
qadars,21,50,1,49,0
qadars,22,50,1,49,0
qadars,23,49,1,49,1
qadars,24,48,0,50,2
qadars,25,49,1,49,1
qadars,26,49,4,46,1
qadars,27,50,0,50,0
qadars,28,49,1,49,1
qadars,29,47,0,50,3
qakbot,0,49,0,50,1
qakbot,1,50,1,49,0
qakbot,2,49,0,50,1
qakbot,3,47,0,50,3
qakbot,4,49,0,50,1
qakbot,5,48,0,50,2
qakbot,6,49,0,50,1
qakbot,7,48,0,50,2
qakbot,8,49,0,50,1
qakbot,9,48,0,50,2
qakbot,10,49,0,50,1
qakbot,11,50,1,49,0
qakbot,12,49,0,50,1
qakbot,13,49,0,50,1
qakbot,14,49,0,50,1
qakbot,15,49,0,50,1
qakbot,16,48,0,50,2
qakbot,17,48,0,50,2
qakbot,18,49,0,50,1
qakbot,19,50,0,50,0
qakbot,20,49,1,49,1
qakbot,21,49,0,50,1
qakbot,22,48,0,50,2
qakbot,23,50,0,50,0
qakbot,24,48,0,50,2
qakbot,25,49,0,50,1
qakbot,26,49,0,50,1
qakbot,27,49,0,50,1
qakbot,28,49,0,50,1
qakbot,29,46,0,50,4
qsnatch,0,49,28,22,1
qsnatch,1,50,27,23,0
qsnatch,2,49,32,18,1
qsnatch,3,48,32,18,2
qsnatch,4,49,29,21,1
qsnatch,5,50,42,8,0
qsnatch,6,49,35,15,1
qsnatch,7,48,37,13,2
qsnatch,8,49,28,22,1
qsnatch,9,48,29,21,2
qsnatch,10,49,26,24,1
qsnatch,11,48,33,17,2
qsnatch,12,48,34,16,2
qsnatch,13,49,30,20,1
qsnatch,14,48,38,12,2
qsnatch,15,49,27,23,1
qsnatch,16,49,27,23,1
qsnatch,17,48,30,20,2
qsnatch,18,49,32,18,1
qsnatch,19,50,35,15,0
qsnatch,20,50,28,22,0
qsnatch,21,50,25,25,0
qsnatch,22,49,40,10,1
qsnatch,23,50,34,16,0
qsnatch,24,47,33,17,3
qsnatch,25,50,29,21,0
qsnatch,26,49,28,22,1
qsnatch,27,50,30,20,0
qsnatch,28,49,31,19,1
qsnatch,29,46,37,13,4
ramdo,0,49,0,50,1
ramdo,1,48,0,50,2
ramdo,2,49,0,50,1
ramdo,3,47,0,50,3
ramdo,4,49,0,50,1
ramdo,5,48,0,50,2
ramdo,6,49,0,50,1
ramdo,7,48,0,50,2
ramdo,8,50,0,50,0
ramdo,9,48,0,50,2
ramdo,10,49,0,50,1
ramdo,11,50,0,50,0
ramdo,12,50,0,50,0
ramdo,13,49,0,50,1
ramdo,14,48,0,50,2
ramdo,15,48,0,50,2
ramdo,16,48,0,50,2
ramdo,17,49,0,50,1
ramdo,18,49,0,50,1
ramdo,19,50,0,50,0
ramdo,20,49,0,50,1
ramdo,21,50,0,50,0
ramdo,22,48,0,50,2
ramdo,23,50,0,50,0
ramdo,24,47,0,50,3
ramdo,25,49,0,50,1
ramdo,26,47,0,50,3
ramdo,27,48,0,50,2
ramdo,28,48,0,50,2
ramdo,29,46,0,50,4
ramnit,0,48,0,50,2
ramnit,1,48,2,48,2
ramnit,2,49,0,50,1
ramnit,3,48,0,50,2
ramnit,4,49,0,50,1
ramnit,5,50,2,48,0
ramnit,6,49,0,50,1
ramnit,7,48,1,49,2
ramnit,8,50,1,49,0
ramnit,9,48,1,49,2
ramnit,10,49,3,47,1
ramnit,11,50,0,50,0
ramnit,12,48,1,49,2
ramnit,13,48,1,49,2
ramnit,14,49,0,50,1
ramnit,15,47,2,48,3
ramnit,16,49,0,50,1
ramnit,17,49,1,49,1
ramnit,18,49,1,49,1
ramnit,19,49,0,50,1
ramnit,20,50,2,48,0
ramnit,21,49,1,49,1
ramnit,22,50,0,50,0
ramnit,23,50,0,50,0
ramnit,24,47,0,50,3
ramnit,25,50,0,50,0
ramnit,26,48,2,48,2
ramnit,27,48,2,48,2
ramnit,28,48,0,50,2
ramnit,29,47,0,50,3
ranbyus,0,49,0,50,1
ranbyus,1,47,0,50,3
ranbyus,2,50,0,50,0
ranbyus,3,48,0,50,2
ranbyus,4,49,0,50,1
ranbyus,5,50,0,50,0
ranbyus,6,48,0,50,2
ranbyus,7,49,0,50,1
ranbyus,8,49,0,50,1
ranbyus,9,48,0,50,2
ranbyus,10,49,0,50,1
ranbyus,11,50,0,50,0
ranbyus,12,49,0,50,1
ranbyus,13,49,0,50,1
ranbyus,14,49,0,50,1
ranbyus,15,48,0,50,2
ranbyus,16,48,0,50,2
ranbyus,17,50,0,50,0
ranbyus,18,49,0,50,1
ranbyus,19,50,0,50,0
ranbyus,20,50,0,50,0
ranbyus,21,50,0,50,0
ranbyus,22,48,0,50,2
ranbyus,23,50,0,50,0
ranbyus,24,47,0,50,3
ranbyus,25,49,0,50,1
ranbyus,26,48,0,50,2
ranbyus,27,49,0,50,1
ranbyus,28,48,0,50,2
ranbyus,29,47,0,50,3
rovnix,0,50,5,45,0
rovnix,1,49,10,40,1
rovnix,2,50,6,44,0
rovnix,3,48,7,43,2
rovnix,4,49,3,47,1
rovnix,5,50,4,46,0
rovnix,6,48,8,42,2
rovnix,7,47,6,44,3
rovnix,8,49,8,42,1
rovnix,9,48,7,43,2
rovnix,10,50,4,46,0
rovnix,11,49,3,47,1
rovnix,12,50,8,42,0
rovnix,13,49,6,44,1
rovnix,14,50,10,40,0
rovnix,15,49,5,45,1
rovnix,16,47,12,38,3
rovnix,17,49,6,44,1
rovnix,18,49,3,47,1
rovnix,19,50,9,41,0
rovnix,20,50,6,44,0
rovnix,21,49,7,43,1
rovnix,22,48,10,40,2
rovnix,23,49,5,45,1
rovnix,24,47,10,40,3
rovnix,25,49,9,41,1
rovnix,26,47,9,41,3
rovnix,27,49,11,39,1
rovnix,28,49,10,40,1
rovnix,29,45,7,43,5
shiotob,0,49,2,48,1
shiotob,1,47,1,49,3
shiotob,2,49,2,48,1
shiotob,3,48,2,48,2
shiotob,4,49,0,50,1
shiotob,5,49,1,49,1
shiotob,6,49,2,48,1
shiotob,7,49,7,43,1
shiotob,8,50,4,46,0
shiotob,9,48,2,48,2
shiotob,10,49,1,49,1
shiotob,11,50,3,47,0
shiotob,12,48,1,49,2
shiotob,13,49,0,50,1
shiotob,14,49,2,48,1
shiotob,15,49,4,46,1
shiotob,16,48,1,49,2
shiotob,17,49,1,49,1
shiotob,18,49,1,49,1
shiotob,19,50,1,49,0
shiotob,20,49,2,48,1
shiotob,21,50,3,47,0
shiotob,22,49,2,48,1
shiotob,23,50,0,50,0
shiotob,24,48,4,46,2
shiotob,25,49,2,48,1
shiotob,26,48,2,48,2
shiotob,27,49,1,49,1
shiotob,28,49,3,47,1
shiotob,29,46,3,47,4
simda,0,49,1,49,1
simda,1,49,0,50,1
simda,2,50,1,49,0
simda,3,50,0,50,0
simda,4,49,0,50,1
simda,5,50,0,50,0
simda,6,49,0,50,1
simda,7,48,0,50,2
simda,8,49,0,50,1
simda,9,48,0,50,2
simda,10,49,0,50,1
simda,11,50,0,50,0
simda,12,50,1,49,0
simda,13,49,0,50,1
simda,14,50,0,50,0
simda,15,49,0,50,1
simda,16,49,0,50,1
simda,17,48,0,50,2
simda,18,49,1,49,1
simda,19,50,0,50,0
simda,20,49,0,50,1
simda,21,50,0,50,0
simda,22,47,1,49,3
simda,23,49,0,50,1
simda,24,47,0,50,3
simda,25,49,0,50,1
simda,26,49,0,50,1
simda,27,49,0,50,1
simda,28,48,0,50,2
simda,29,46,0,50,4
sisron,0,49,0,50,1
sisron,1,49,0,50,1
sisron,2,50,0,50,0
sisron,3,49,0,50,1
sisron,4,49,0,50,1
sisron,5,49,0,50,1
sisron,6,49,0,50,1
sisron,7,50,0,50,0
sisron,8,49,0,50,1
sisron,9,48,0,50,2
sisron,10,48,0,50,2
sisron,11,50,0,50,0
sisron,12,48,0,50,2
sisron,13,49,0,50,1
sisron,14,48,0,50,2
sisron,15,48,0,50,2
sisron,16,47,0,50,3
sisron,17,49,0,50,1
sisron,18,49,0,50,1
sisron,19,50,0,50,0
sisron,20,49,0,50,1
sisron,21,50,0,50,0
sisron,22,48,0,50,2
sisron,23,50,0,50,0
sisron,24,48,0,50,2
sisron,25,50,0,50,0
sisron,26,47,0,50,3
sisron,27,49,0,50,1
sisron,28,49,0,50,1
sisron,29,44,0,50,6
sphinx,0,49,0,50,1
sphinx,1,50,0,50,0
sphinx,2,50,0,50,0
sphinx,3,47,0,50,3
sphinx,4,48,0,50,2
sphinx,5,50,0,50,0
sphinx,6,48,0,50,2
sphinx,7,47,0,50,3
sphinx,8,50,0,50,0
sphinx,9,48,0,50,2
sphinx,10,50,0,50,0
sphinx,11,50,0,50,0
sphinx,12,50,0,50,0
sphinx,13,48,0,50,2
sphinx,14,48,0,50,2
sphinx,15,48,0,50,2
sphinx,16,48,0,50,2
sphinx,17,49,0,50,1
sphinx,18,49,0,50,1
sphinx,19,50,0,50,0
sphinx,20,49,0,50,1
sphinx,21,50,0,50,0
sphinx,22,48,0,50,2
sphinx,23,50,0,50,0
sphinx,24,49,0,50,1
sphinx,25,49,0,50,1
sphinx,26,47,0,50,3
sphinx,27,50,0,50,0
sphinx,28,49,0,50,1
sphinx,29,46,0,50,4
suppobox,0,49,1,49,1
suppobox,1,49,0,50,1
suppobox,2,49,1,49,1
suppobox,3,48,15,35,2
suppobox,4,49,13,37,1
suppobox,5,49,5,45,1
suppobox,6,48,5,45,2
suppobox,7,47,9,41,3
suppobox,8,49,9,41,1
suppobox,9,48,12,38,2
suppobox,10,50,10,40,0
suppobox,11,50,14,36,0
suppobox,12,49,7,43,1
suppobox,13,49,1,49,1
suppobox,14,48,3,47,2
suppobox,15,48,15,35,2
suppobox,16,48,9,41,2
suppobox,17,49,8,42,1
suppobox,18,49,3,47,1
suppobox,19,50,3,47,0
suppobox,20,49,4,46,1
suppobox,21,50,11,39,0
suppobox,22,48,6,44,2
suppobox,23,50,15,35,0
suppobox,24,47,8,42,3
suppobox,25,49,10,40,1
suppobox,26,48,10,40,2
suppobox,27,49,15,35,1
suppobox,28,48,12,38,2
suppobox,29,45,17,33,5
symmi,0,48,0,50,2
symmi,1,49,0,50,1
symmi,2,48,0,50,2
symmi,3,46,0,50,4
symmi,4,48,0,50,2
symmi,5,49,0,50,1
symmi,6,48,0,50,2
symmi,7,50,0,50,0
symmi,8,50,0,50,0
symmi,9,48,0,50,2
symmi,10,50,0,50,0
symmi,11,49,0,50,1
symmi,12,47,0,50,3
symmi,13,49,0,50,1
symmi,14,49,0,50,1
symmi,15,48,0,50,2
symmi,16,48,0,50,2
symmi,17,49,0,50,1
symmi,18,49,0,50,1
symmi,19,49,0,50,1
symmi,20,49,0,50,1
symmi,21,50,0,50,0
symmi,22,48,0,50,2
symmi,23,50,0,50,0
symmi,24,47,0,50,3
symmi,25,50,0,50,0
symmi,26,47,0,50,3
symmi,27,49,0,50,1
symmi,28,49,0,50,1
symmi,29,46,0,50,4
tempedreve,0,50,2,48,0
tempedreve,1,49,0,50,1
tempedreve,2,50,0,50,0
tempedreve,3,48,0,50,2
tempedreve,4,49,1,49,1
tempedreve,5,50,0,50,0
tempedreve,6,48,0,50,2
tempedreve,7,49,0,50,1
tempedreve,8,50,0,50,0
tempedreve,9,48,1,49,2
tempedreve,10,49,0,50,1
tempedreve,11,50,0,50,0
tempedreve,12,50,0,50,0
tempedreve,13,49,0,50,1
tempedreve,14,49,1,49,1
tempedreve,15,49,0,50,1
tempedreve,16,48,1,49,2
tempedreve,17,50,0,50,0
tempedreve,18,49,0,50,1
tempedreve,19,50,1,49,0
tempedreve,20,50,1,49,0
tempedreve,21,50,0,50,0
tempedreve,22,50,0,50,0
tempedreve,23,50,0,50,0
tempedreve,24,48,0,50,2
tempedreve,25,49,1,49,1
tempedreve,26,45,1,49,5
tempedreve,27,50,1,49,0
tempedreve,28,48,2,48,2
tempedreve,29,46,0,50,4
tinba,0,49,1,49,1
tinba,1,50,2,48,0
tinba,2,49,0,50,1
tinba,3,46,0,50,4
tinba,4,49,0,50,1
tinba,5,49,0,50,1
tinba,6,48,0,50,2
tinba,7,50,1,49,0
tinba,8,49,2,48,1
tinba,9,48,1,49,2
tinba,10,48,1,49,2
tinba,11,50,1,49,0
tinba,12,50,0,50,0
tinba,13,49,0,50,1
tinba,14,50,2,48,0
tinba,15,48,1,49,2
tinba,16,48,0,50,2
tinba,17,48,0,50,2
tinba,18,49,0,50,1
tinba,19,49,0,50,1
tinba,20,49,3,47,1
tinba,21,49,1,49,1
tinba,22,48,1,49,2
tinba,23,50,0,50,0
tinba,24,47,1,49,3
tinba,25,49,1,49,1
tinba,26,48,0,50,2
tinba,27,49,1,49,1
tinba,28,48,0,50,2
tinba,29,46,0,50,4
tinynuke,0,49,50,0,1
tinynuke,1,48,50,0,2
tinynuke,2,50,50,0,0
tinynuke,3,47,50,0,3
tinynuke,4,49,50,0,1
tinynuke,5,50,50,0,0
tinynuke,6,48,50,0,2
tinynuke,7,49,50,0,1
tinynuke,8,50,50,0,0
tinynuke,9,48,50,0,2
tinynuke,10,49,50,0,1
tinynuke,11,50,50,0,0
tinynuke,12,48,50,0,2
tinynuke,13,48,50,0,2
tinynuke,14,49,50,0,1
tinynuke,15,49,50,0,1
tinynuke,16,49,50,0,1
tinynuke,17,48,50,0,2
tinynuke,18,49,50,0,1
tinynuke,19,49,50,0,1
tinynuke,20,49,50,0,1
tinynuke,21,50,50,0,0
tinynuke,22,48,50,0,2
tinynuke,23,50,50,0,0
tinynuke,24,49,50,0,1
tinynuke,25,50,50,0,0
tinynuke,26,48,50,0,2
tinynuke,27,48,50,0,2
tinynuke,28,48,50,0,2
tinynuke,29,46,50,0,4
vawtrak,0,49,12,38,1
vawtrak,1,49,9,41,1
vawtrak,2,50,4,46,0
vawtrak,3,45,6,44,5
vawtrak,4,49,6,44,1
vawtrak,5,49,7,43,1
vawtrak,6,48,7,43,2
vawtrak,7,49,8,42,1
vawtrak,8,50,6,44,0
vawtrak,9,48,8,42,2
vawtrak,10,48,6,44,2
vawtrak,11,49,7,43,1
vawtrak,12,49,10,40,1
vawtrak,13,49,11,39,1
vawtrak,14,50,5,45,0
vawtrak,15,48,7,43,2
vawtrak,16,49,12,38,1
vawtrak,17,49,8,42,1
vawtrak,18,49,2,48,1
vawtrak,19,49,3,47,1
vawtrak,20,49,7,43,1
vawtrak,21,49,9,41,1
vawtrak,22,49,9,41,1
vawtrak,23,50,9,41,0
vawtrak,24,47,6,44,3
vawtrak,25,49,10,40,1
vawtrak,26,47,7,43,3
vawtrak,27,50,11,39,0
vawtrak,28,48,8,42,2
vawtrak,29,45,8,42,5
vidro,0,49,0,50,1
vidro,1,47,4,46,3
vidro,2,49,0,50,1
vidro,3,48,0,50,2
vidro,4,49,1,49,1
vidro,5,48,0,50,2
vidro,6,49,1,49,1
vidro,7,48,0,50,2
vidro,8,50,1,49,0
vidro,9,48,2,48,2
vidro,10,49,1,49,1
vidro,11,50,2,48,0
vidro,12,50,1,49,0
vidro,13,49,2,48,1
vidro,14,49,3,47,1
vidro,15,49,1,49,1
vidro,16,48,2,48,2
vidro,17,49,0,50,1
vidro,18,50,2,48,0
vidro,19,49,1,49,1
vidro,20,50,0,50,0
vidro,21,50,3,47,0
vidro,22,48,1,49,2
vidro,23,49,1,49,1
vidro,24,50,2,48,0
vidro,25,50,2,48,0
vidro,26,49,1,49,1
vidro,27,49,1,49,1
vidro,28,48,1,49,2
vidro,29,46,0,50,4
virut,0,48,20,30,2
virut,1,47,14,36,3
virut,2,49,18,32,1
virut,3,48,15,35,2
virut,4,49,17,33,1
virut,5,50,12,38,0
virut,6,48,13,37,2
virut,7,47,12,38,3
virut,8,50,19,31,0
virut,9,48,18,32,2
virut,10,49,23,27,1
virut,11,50,14,36,0
virut,12,48,20,30,2
virut,13,49,18,32,1
virut,14,50,16,34,0
virut,15,48,16,34,2
virut,16,49,16,34,1
virut,17,50,19,31,0
virut,18,50,19,31,0
virut,19,50,18,32,0
virut,20,50,16,34,0
virut,21,49,16,34,1
virut,22,48,22,28,2
virut,23,49,14,36,1
virut,24,47,19,31,3
virut,25,49,13,37,1
virut,26,48,19,31,2
virut,27,49,22,28,1
virut,28,48,20,30,2
virut,29,47,20,30,3
zeus-newgoz,0,50,0,50,0
zeus-newgoz,1,46,0,50,4
zeus-newgoz,2,50,0,50,0
zeus-newgoz,3,48,0,50,2
zeus-newgoz,4,49,0,50,1
zeus-newgoz,5,50,0,50,0
zeus-newgoz,6,48,0,50,2
zeus-newgoz,7,49,0,50,1
zeus-newgoz,8,49,0,50,1
zeus-newgoz,9,48,0,50,2
zeus-newgoz,10,50,0,50,0
zeus-newgoz,11,49,0,50,1
zeus-newgoz,12,50,0,50,0
zeus-newgoz,13,49,0,50,1
zeus-newgoz,14,49,0,50,1
zeus-newgoz,15,48,0,50,2
zeus-newgoz,16,46,0,50,4
zeus-newgoz,17,49,0,50,1
zeus-newgoz,18,49,0,50,1
zeus-newgoz,19,49,0,50,1
zeus-newgoz,20,50,0,50,0
zeus-newgoz,21,50,0,50,0
zeus-newgoz,22,49,0,50,1
zeus-newgoz,23,50,0,50,0
zeus-newgoz,24,49,0,50,1
zeus-newgoz,25,49,0,50,1
zeus-newgoz,26,47,0,50,3
zeus-newgoz,27,50,0,50,0
zeus-newgoz,28,49,0,50,1
zeus-newgoz,29,46,0,50,4
zloader,0,50,0,50,0
zloader,1,49,0,50,1
zloader,2,50,0,50,0
zloader,3,47,0,50,3
zloader,4,49,0,50,1
zloader,5,49,0,50,1
zloader,6,47,0,50,3
zloader,7,48,0,50,2
zloader,8,50,0,50,0
zloader,9,48,0,50,2
zloader,10,48,0,50,2
zloader,11,48,0,50,2
zloader,12,50,0,50,0
zloader,13,48,0,50,2
zloader,14,50,0,50,0
zloader,15,48,0,50,2
zloader,16,48,0,50,2
zloader,17,49,0,50,1
zloader,18,49,0,50,1
zloader,19,50,0,50,0
zloader,20,49,0,50,1
zloader,21,50,0,50,0
zloader,22,48,0,50,2
zloader,23,50,0,50,0
zloader,24,48,0,50,2
zloader,25,49,0,50,1
zloader,26,48,0,50,2
zloader,27,50,0,50,0
zloader,28,48,0,50,2
zloader,29,46,0,50,4
